city,timestamp,temperature,season
New York,2010-01-01,-9.669603405141544,winter
New York,2010-01-02,1.2279275623443355,winter
New York,2010-01-03,-0.5776147377369274,winter
New York,2010-01-04,-5.236723256161017,winter
New York,2010-01-05,3.5412294664761146,winter
New York,2010-01-06,2.972312910812867,winter
New York,2010-01-07,6.878413311487533,winter
New York,2010-01-08,-3.6435577669918606,winter
New York,2010-01-09,-3.4223290004837548,winter
New York,2010-01-10,5.776504004725496,winter
New York,2010-01-11,2.086772436573468,winter
New York,2010-01-12,8.332067543359193,winter
New York,2010-01-13,2.1619653223182294,winter
New York,2010-01-14,-4.995539084476087,winter
New York,2010-01-15,3.7211475878731286,winter
New York,2010-01-16,3.877799997354665,winter
New York,2010-01-17,4.5197666070858675,winter
New York,2010-01-18,12.371420377825523,winter
New York,2010-01-19,-2.9734074780226822,winter
New York,2010-01-20,9.964360423663889,winter
New York,2010-01-21,-5.751070312435836,winter
New York,2010-01-22,7.485821890686051,winter
New York,2010-01-23,5.8855763968330805,winter
New York,2010-01-24,-0.12708565264105073,winter
New York,2010-01-25,0.6059077074586605,winter
New York,2010-01-26,9.32760577848974,winter
New York,2010-01-27,0.9924959504934987,winter
New York,2010-01-28,-7.565278908347772,winter
New York,2010-01-29,4.891771815829735,winter
New York,2010-01-30,3.072770374231157,winter
New York,2010-01-31,8.355736761303367,winter
New York,2010-02-01,0.7876966435679418,winter
New York,2010-02-02,2.393267871372981,winter
New York,2010-02-03,0.685262728285696,winter
New York,2010-02-04,-4.880226546970313,winter
New York,2010-02-05,3.9609638148894155,winter
New York,2010-02-06,-2.7890618596626418,winter
New York,2010-02-07,3.0026830700141716,winter
New York,2010-02-08,3.8570441386493974,winter
New York,2010-02-09,3.528932950825689,winter
New York,2010-02-10,1.0805616762502932,winter
New York,2010-02-11,2.9920886448202975,winter
New York,2010-02-12,1.0954939831814972,winter
New York,2010-02-13,1.717386788471627,winter
New York,2010-02-14,3.1001097835461278,winter
New York,2010-02-15,5.5906502799493465,winter
New York,2010-02-16,-0.791125576838398,winter
New York,2010-02-17,-3.2173450752142454,winter
New York,2010-02-18,-5.183950058737704,winter
New York,2010-02-19,-1.7862563534399476,winter
New York,2010-02-20,2.0433639058958883,winter
New York,2010-02-21,-4.850424627569333,winter
New York,2010-02-22,7.981041604018305,winter
New York,2010-02-23,-5.231408719859849,winter
New York,2010-02-24,6.79264059236225,winter
New York,2010-02-25,-2.4796854240657336,winter
New York,2010-02-26,0.6230783009346906,winter
New York,2010-02-27,1.4046790366157786,winter
New York,2010-02-28,4.1075025847267295,winter
New York,2010-03-01,3.8833052762915106,spring
New York,2010-03-02,7.206238899190186,spring
New York,2010-03-03,6.984844881014375,spring
New York,2010-03-04,7.438965152734683,spring
New York,2010-03-05,13.895441180938873,spring
New York,2010-03-06,2.535270934724137,spring
New York,2010-03-07,13.811964668725333,spring
New York,2010-03-08,7.009760269406124,spring
New York,2010-03-09,4.625354025421963,spring
New York,2010-03-10,9.729383075849226,spring
New York,2010-03-11,9.389248225052949,spring
New York,2010-03-12,12.03828731489537,spring
New York,2010-03-13,8.114459397058264,spring
New York,2010-03-14,12.422013807684115,spring
New York,2010-03-15,-5.592981220811417,spring
New York,2010-03-16,13.830722850324374,spring
New York,2010-03-17,9.974699968486563,spring
New York,2010-03-18,11.917991306372903,spring
New York,2010-03-19,17.635931654954394,spring
New York,2010-03-20,11.1000883975813,spring
New York,2010-03-21,10.814552463863967,spring
New York,2010-03-22,-2.081542778800552,spring
New York,2010-03-23,2.3325104183203402,spring
New York,2010-03-24,12.75374402005468,spring
New York,2010-03-25,-4.572902977696717,spring
New York,2010-03-26,16.429883442908487,spring
New York,2010-03-27,6.224496911199595,spring
New York,2010-03-28,16.189577780667182,spring
New York,2010-03-29,16.836350168697482,spring
New York,2010-03-30,4.397581879801708,spring
New York,2010-03-31,11.450968061204158,spring
New York,2010-04-01,5.929820464324586,spring
New York,2010-04-02,9.734352253549226,spring
New York,2010-04-03,9.084682247359295,spring
New York,2010-04-04,-0.1916449312509947,spring
New York,2010-04-05,21.632294059075942,spring
New York,2010-04-06,9.570895758605921,spring
New York,2010-04-07,6.6757023336413255,spring
New York,2010-04-08,7.790718200071263,spring
New York,2010-04-09,5.260294228067699,spring
New York,2010-04-10,10.799445788325764,spring
New York,2010-04-11,5.840145516132398,spring
New York,2010-04-12,0.8827433492167529,spring
New York,2010-04-13,8.470805378475992,spring
New York,2010-04-14,5.758283228689317,spring
New York,2010-04-15,17.114332344703463,spring
New York,2010-04-16,5.289456048696923,spring
New York,2010-04-17,7.22594799614128,spring
New York,2010-04-18,7.855027071145319,spring
New York,2010-04-19,16.550054313567884,spring
New York,2010-04-20,3.663032332056641,spring
New York,2010-04-21,0.2759240981120321,spring
New York,2010-04-22,5.48557014186616,spring
New York,2010-04-23,3.9636904059598255,spring
New York,2010-04-24,21.182576061433245,spring
New York,2010-04-25,13.55396230987644,spring
New York,2010-04-26,10.868319929027061,spring
New York,2010-04-27,7.91620475658393,spring
New York,2010-04-28,6.938858285092373,spring
New York,2010-04-29,11.444069777901534,spring
New York,2010-04-30,7.263530355816004,spring
New York,2010-05-01,15.104083834378223,spring
New York,2010-05-02,8.13597616281371,spring
New York,2010-05-03,15.293710959606177,spring
New York,2010-05-04,20.25185462170873,spring
New York,2010-05-05,18.777450432514403,spring
New York,2010-05-06,10.506200198341732,spring
New York,2010-05-07,7.190060679686274,spring
New York,2010-05-08,5.6656443176677165,spring
New York,2010-05-09,7.7651570995589365,spring
New York,2010-05-10,12.834184154664833,spring
New York,2010-05-11,8.445637874542749,spring
New York,2010-05-12,5.5974599331230666,spring
New York,2010-05-13,13.002185105210183,spring
New York,2010-05-14,14.362131921840106,spring
New York,2010-05-15,4.927450680539261,spring
New York,2010-05-16,20.373535361721054,spring
New York,2010-05-17,11.636293166235365,spring
New York,2010-05-18,13.330546385005295,spring
New York,2010-05-19,11.08238876196665,spring
New York,2010-05-20,7.5536963177751595,spring
New York,2010-05-21,11.181704886036842,spring
New York,2010-05-22,13.070255055848019,spring
New York,2010-05-23,19.309848166353845,spring
New York,2010-05-24,6.232521202113605,spring
New York,2010-05-25,11.998608614336591,spring
New York,2010-05-26,6.482532486630754,spring
New York,2010-05-27,11.476298115435046,spring
New York,2010-05-28,9.646597423620003,spring
New York,2010-05-29,18.04719243303932,spring
New York,2010-05-30,16.83340476550532,spring
New York,2010-05-31,14.60419384147016,spring
New York,2010-06-01,25.166300810048252,summer
New York,2010-06-02,24.638810416701855,summer
New York,2010-06-03,27.08593041359568,summer
New York,2010-06-04,25.781732447768203,summer
New York,2010-06-05,29.99904136215254,summer
New York,2010-06-06,16.987915974552664,summer
New York,2010-06-07,29.599509138045278,summer
New York,2010-06-08,30.88024252890243,summer
New York,2010-06-09,15.35865978038544,summer
